ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Missing	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_m06677	Total_m06679	Total_m06681	Unique_m06677	Unique_m06679	Unique_m06681	Corrected_m06677	Corrected_m06679	Corrected_m06681	PSMs_Used_m06677	TotInt_126C_m06677	TotInt_127N_m06677	TotInt_127C_m06677	TotInt_128N_m06677	TotInt_128C_m06677	TotInt_129N_m06677	TotInt_129C_m06677	TotInt_130N_m06677	TotInt_130C_m06677	TotInt_131N_m06677	TotInt_131C_m06677	PSMs_Used_m06679	TotInt_126C_m06679	TotInt_127N_m06679	TotInt_127C_m06679	TotInt_128N_m06679	TotInt_128C_m06679	TotInt_129N_m06679	TotInt_129C_m06679	TotInt_130N_m06679	TotInt_130C_m06679	TotInt_131N_m06679	TotInt_131C_m06679	PSMs_Used_m06681	TotInt_126C_m06681	TotInt_127N_m06681	TotInt_127C_m06681	TotInt_128N_m06681	TotInt_128C_m06681	TotInt_129N_m06681	TotInt_129C_m06681	TotInt_130N_m06681	TotInt_130C_m06681	TotInt_131N_m06681	TotInt_131C_m06681	Average_all	Average_m06677	Average_m06679	Average_m06681	SLNorm_Met6-1_1	SLNorm_Met6-2_1	SLNorm_Met6-3_1	SLNorm_Pfk2-1_1	SLNorm_Pfk2-2_1	SLNorm_Pfk2-3_1	SLNorm_Ura2-1_1	SLNorm_Ura2-2_1	SLNorm_Ura2-3_1	SLNorm_unused-1_1	SLNorm_unused-2_1	AvePool_1	SLNorm_Met6-1_2	SLNorm_Met6-2_2	SLNorm_Met6-3_2	SLNorm_Pfk2-1_2	SLNorm_Pfk2-2_2	SLNorm_Pfk2-3_2	SLNorm_Ura2-1_2	SLNorm_Ura2-2_2	SLNorm_Ura2-3_2	SLNorm_unused-1_2	SLNorm_unused-2_2	AvePool_2	SLNorm_Met6-1_3	SLNorm_Met6-2_3	SLNorm_Met6-3_3	SLNorm_Pfk2-1_3	SLNorm_Pfk2-2_3	SLNorm_Pfk2-3_3	SLNorm_Ura2-1_3	SLNorm_Ura2-2_3	SLNorm_Ura2-3_3	SLNorm_unused-1_3	SLNorm_unused-2_3	AvePool_3	GeoMeanPools	IRS_Fac_AvePool_1	IRS_Fac_AvePool_2	IRS_Fac_AvePool_3	IRSNorm_Met6-1_1	IRSNorm_Met6-2_1	IRSNorm_Met6-3_1	IRSNorm_Pfk2-1_1	IRSNorm_Pfk2-2_1	IRSNorm_Pfk2-3_1	IRSNorm_Ura2-1_1	IRSNorm_Ura2-2_1	IRSNorm_Ura2-3_1	IRSNorm_unused-1_1	IRSNorm_unused-2_1	IRSNorm_Met6-1_2	IRSNorm_Met6-2_2	IRSNorm_Met6-3_2	IRSNorm_Pfk2-1_2	IRSNorm_Pfk2-2_2	IRSNorm_Pfk2-3_2	IRSNorm_Ura2-1_2	IRSNorm_Ura2-2_2	IRSNorm_Ura2-3_2	IRSNorm_unused-1_2	IRSNorm_unused-2_2	IRSNorm_Met6-1_3	IRSNorm_Met6-2_3	IRSNorm_Met6-3_3	IRSNorm_Pfk2-1_3	IRSNorm_Pfk2-2_3	IRSNorm_Pfk2-3_3	IRSNorm_Ura2-1_3	IRSNorm_Ura2-2_3	IRSNorm_Ura2-3_3	IRSNorm_unused-1_3	IRSNorm_unused-2_3
19	1	sp|P00445|SODC_YEAST	 	 	 	 	 	60.4	154	15854	Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD1 PE=1 SV=2	64	64	1	6	5	6	6	5	6	6	5	6	6	41040.0	43292.0	43757.0	18342.0	19618.0	20066.0	43982.0	43420.0	44513.0	150.0	150.0	5	45721.0	46518.0	46450.0	19613.0	17793.0	17361.0	50939.0	44228.0	49873.0	150.0	529.0	6	37307.0	35515.0	38845.0	23003.0	20400.0	18976.0	40170.0	39154.0	44793.0	150.0	150.0	28968.727272727276	28939.090909090908	30834.090909090908	27133.0	44490.00663481106	48276.31300681567	45693.45199191468	16596.015163946213	19153.698286150175	18750.217717683627	44249.5601563223	45987.19944121452	45667.76835951901	151.86810175123335	151.86810175123335	36540.47008426415	47280.50803205083	49203.53160843107	45836.71147818899	16674.80449858515	16305.896047023094	15216.283975174276	48566.894207401536	44037.669934880396	48214.76016094675	143.2858291017788	505.32135729893986	36815.228882520234	42140.04020645623	40812.580258743146	41683.21509966221	21185.49824702329	20117.75913427555	17880.406836273884	41393.389255052076	42527.3729989409	47182.9244382029	155.3692128586368	155.3692128586368	34991.465163847795	36106.71025338424	0.9881293308520762	0.9807547406157131	1.0318719174608524	43961.88048566029	47703.24086743015	45151.04014109212	16399.009358761083	18926.33107083613	18527.640086705465	43724.28826776545	45441.300611608276	45125.66139059914	150.06532576122123	150.06532576122123	46370.58239115315	48256.59688000385	44954.572076468525	16353.893560827602	15992.084848104916	14923.44264320708	47632.21173089087	43190.15355430401	47286.85459549815	140.52825615462245	495.59631670530183	43483.124089713405	42113.35544811422	43011.7390908216	21860.72069851945	20758.95069290049	18450.289687126064	42712.67594081403	43882.80192099002	48686.734711458936	160.3211275868249	160.3211275868249
304	1	sp|P26784|RL16A_YEAST	 	 	"sp|P26784|RL16A_YEAST, sp|P26785|RL16B_YEAST"	 	 	39.2	199	22201	60S ribosomal protein L16-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16A PE=1 SV=3	77	43	0.558	9	7	10	5	4	6	6.538	5.091	7.846	5	25881.0	22224.0	25871.0	30748.0	28660.0	27383.0	20874.0	23175.0	25975.0	150.0	150.0	4	41084.0	36265.0	38947.0	46816.0	42915.0	50772.0	38090.0	35848.0	36985.0	521.0	150.0	6	38583.0	33836.0	33423.0	41079.0	38932.0	46558.0	38019.0	38029.0	37623.0	150.0	150.0	28662.60606060606	21008.272727272728	33490.27272727273	31489.272727272724	28056.6730437511	24782.703045908514	27015.912802130504	27821.08135759558	27981.700116274034	25587.422095252205	21000.98491890027	24545.217573702128	26648.850518691313	151.86810175123335	151.86810175123335	25937.838385800627	42485.343539922054	38358.61545594722	38432.775068698094	39802.561943902634	39328.24868532547	44499.8081900552	36316.24100119603	35693.732292339526	35755.27649334541	497.67944641351164	143.2858291017788	38963.62251897018	43581.34321402688	38883.13291946595	35865.05594738087	37833.28620134199	38393.362677236066	43869.940002278636	39176.879912567216	41305.44689627428	39630.3700609137	155.3692128586368	155.3692128586368	39837.64642572062	34273.80014454072	1.3213822846279866	0.8796358738937549	0.8603369731805321	37073.590725612274	32747.424770059555	35698.34857978968	36762.28404512073	36974.52282741738	33810.76626596498	27750.32943157433	32433.615674229524	35213.31898109803	200.67581925416025	200.67581925416025	37371.63229241573	33741.61422794662	33806.84768371636	35011.7613587351	34594.53840102718	39143.627665363674	31945.06838962328	31397.487397501816	31451.62388453672	437.77669476490945	126.0393554985344	37494.64090789781	33452.596883709644	30856.0336767201	32549.374935935357	33031.22943595569	37742.93139517195	33705.31828263527	35536.603158609825	34095.472624230875	133.6698783162414	133.6698783162414
684	1	sp|Q02326|RL6A_YEAST	 	 	"sp|P05739|RL6B_YEAST, sp|Q02326|RL6A_YEAST"	 	 	62.5	176	19961	60S ribosomal protein L6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL6A PE=1 SV=2	80	18	0.225	9	10	9	2	3	2	4.8	6.5	4.8	2	37816.0	34581.0	36569.0	33205.0	30752.0	27701.0	34866.0	31682.0	32469.0	629.0	150.0	3	31029.0	28927.0	33065.0	31961.0	26536.0	26881.0	29698.0	31107.0	28334.0	150.0	150.0	2	35609.0	40462.0	39167.0	32406.0	29349.0	32724.0	40286.0	36952.0	40570.0	763.0	731.0	27190.212121212124	27310.909090909092	24348.909090909092	29910.81818181818	40994.98272178399	38562.39443982012	38187.34935878437	30044.1982073293	30024.188484845046	25884.569968980075	35078.10386999985	33555.19236979637	33311.31963393217	636.8335733435052	151.86810175123335	33960.255450585704	32087.37524827771	30596.9852280211	32628.43627613173	27172.968264889612	24318.173298702008	23560.21712670121	28315.03610536938	30973.134635622788	27391.91575402052	143.2858291017788	143.2858291017788	28560.471326415118	40222.06802240062	46497.49746386781	42028.74207255682	29845.55302321596	28942.94670744378	30834.656055555784	41512.92206943062	40135.65630732145	42734.60684611193	790.311396074266	757.1659639977568	38083.849840878305	33303.692469790774	0.980666724319837	1.1660764309232086	0.8744833468501753	40202.41541932023	37816.85703722789	37449.062806136295	29463.345440797544	29443.722571794362	25384.136441907314	34399.92921754376	32906.460585210196	32667.302708179337	624.521494307672	148.93199387305373	37416.332007205376	35678.42333170098	38047.250519477035	31685.75785191209	28356.848726722506	27473.0138988796	33017.49624321092	36117.04229041103	31941.06735859746	167.08222820087502	167.08222820087502	35173.528661464305	40661.28720236066	36753.435031512265	26099.43909633626	25310.124904431697	26964.393226436445	36302.35902880619	35097.96305565481	37370.70202111437	691.1141546928586	662.1290263177976
445	1	sp|P38088-2|SYG_YEAST (+1)	sp|P38088-2|SYG_YEAST&sp|P38088|SYG_YEAST	 	 	 	 	47.2	667	75338	"Isoform of P38088, Isoform Cytoplasmic of Glycine--tRNA ligase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRS1"	146	146	1	9	12	13	9	12	13	9	12	13	9	21723.0	17673.0	20476.0	22853.0	19079.0	19254.0	22554.0	22468.0	23252.0	150.0	150.0	12	36709.0	35332.0	41291.0	49307.0	38926.0	45898.0	41574.0	42048.0	49110.0	1131.0	150.0	13	33853.0	31475.0	35192.0	35424.0	33170.0	33633.0	39065.0	40977.0	42073.0	927.0	150.0	27183.24242424242	17239.272727272728	34679.63636363636	29630.81818181818	23549.13289785577	19707.73537303551	21382.158808566513	20677.61064996526	18627.454868052766	17991.462769674104	22691.205033097478	23796.416329921874	23855.20971166931	151.86810175123335	151.86810175123335	21364.265160204286	37961.11566563622	37371.752413884664	40745.82677386225	41920.38879374588	35672.64146160967	40227.92476772933	39637.999563762765	41867.0513118805	47477.12933860195	1080.375151427412	143.2858291017788	40320.203343412584	38238.582065273615	36169.955332787285	37763.30816803481	32625.096287551758	32711.08188646667	31691.17427932122	40254.736152566824	44507.43636352866	44317.79920720895	960.1817354663756	155.3692128586368	37586.57441585998	31872.378428619482	1.4918546549398246	0.7904815895187373	0.8479724189808225	35131.88353346269	29401.076754585265	31899.07315122253	30847.989701183964	27789.455254586017	26840.647482114862	33851.97985482045	35500.794472680005	35588.50565291957	226.5651345344524	226.5651345344524	30007.56305127676	29541.682251228256	32208.825914457757	33137.295566923705	28198.566324905227	31799.433913434863	31333.108900506206	33095.13326947783	37529.796665364745	854.0166669768871	113.26480994388425	32425.262932286765	30671.124517971937	32022.243775966734	27665.18181843752	27738.09523474691	26873.24171397884	34134.90599072686	37741.07847581642	37580.27139764335	814.2076288846267	131.74880726288458
185	1	sp|P13663|DHAS_YEAST	 	 	 	 	 	47.9	365	39543	Aspartate-semialdehyde dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM2 PE=1 SV=1	81	81	1	9	10	10	9	10	10	9	10	10	9	40600.0	37295.0	38028.0	41938.0	37220.0	39122.0	40786.0	38565.0	41529.0	150.0	442.0	10	30594.0	30360.0	32158.0	33104.0	28537.0	35585.0	33285.0	33986.0	33995.0	150.0	150.0	10	27134.0	27049.0	27476.0	26846.0	26000.0	29869.0	21576.0	24044.0	27243.0	150.0	150.0	26821.69696969697	32334.090909090908	26536.727272727276	21594.272727272728	44013.018259584045	41588.863845264495	39710.91693554245	37945.89924466123	36339.10950201394	36556.66388673472	41034.11760574238	40845.148467306266	42606.35661946993	151.86810175123335	447.50467316030097	40071.12159625772	31637.537733920148	32112.713780299397	31733.41157622393	28144.73706833033	26151.93365334109	31188.956008097266	31734.998207529792	33839.74519324512	32864.6917504739	143.2858291017788	143.2858291017788	31045.413885717888	30649.1503192962	31083.75287677723	29483.53760016267	24724.857016023445	25640.28124956688	28144.491557370606	22233.103474408854	26115.547744458672	28696.54656910592	155.3692128586368	155.3692128586368	27419.029823018944	32431.000396223255	0.8093359782385532	1.0446309563018192	1.1827916817463993	35621.31918835176	33659.36380403714	32139.47380477718	30710.981485319473	29410.548737130357	29586.623327908437	33210.387713599346	33057.44819108626	34482.85731379935	122.91231869406658	362.1816324185162	33049.5512980199	33545.93490576077	33149.704081590025	29400.863598553173	27319.11946143143	32580.948940794016	33151.36152576836	35350.045382229546	34331.47437186206	149.68081267909022	149.68081267909022	36251.560050258544	36765.60434011282	34872.8830219296	29244.35521092163	30327.11137962588	33289.070501039714	26297.129848937762	30889.252636396657	33942.03657678665	183.76941256868133	183.76941256868133
298	1	sp|P25694|CDC48_YEAST	 	 	 	 	 	37	835	91995	Cell division control protein 48 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC48 PE=1 SV=3	141	141	1	13	16	17	13	16	17	13	16	17	13	40530.0	32871.0	43754.0	40515.0	37299.0	35709.0	43611.0	43306.0	41999.0	150.0	446.0	16	26434.0	27946.0	29204.0	30954.0	29823.0	29841.0	33821.0	32496.0	34452.0	150.0	150.0	17	24444.0	21755.0	23584.0	26564.0	26117.0	29638.0	31320.0	26985.0	26393.0	150.0	150.0	26441.242424242428	32744.545454545456	25024.636363636364	21554.545454545456	43937.13374534338	36655.5179905534	45690.31922787747	36658.355379308734	36416.23979891504	33367.46359417745	43876.30321443709	45866.459212373	43088.54948737311	151.86810175123335	451.55448920700053	40617.3712944843	27335.64334374208	29559.351096977833	28818.41382150767	26316.825495804045	27330.452302049667	26154.549283058324	32246.037986386214	32356.157235323175	33306.496843280685	143.2858291017788	143.2858291017788	29269.325267569962	27610.666706157455	25000.075560438047	25307.16810169735	24465.13826170181	25755.66251518993	27926.82851040711	32273.859882206398	29309.934115963122	27801.194934420313	155.3692128586368	155.3692128586368	27272.280954242393	31887.12239290305	0.7850612035356708	1.0894382464030892	1.169213621933694	34493.339098027005	28776.825069887287	35869.69700296649	28779.052593718447	28588.977044779836	26195.501128177624	34445.583408222	36007.977671185305	33827.14851916344	119.22575473950097	354.4979107587829	29780.495348706645	32203.08762390476	31395.882217821865	28670.556219044865	29774.840029348263	28493.766306398233	35130.067077335996	35250.035198793106	36285.37151477374	156.10106239105463	156.10106239105463	32282.76762351041	29230.428894635792	29589.485677070403	28604.97291807297	30113.871454687094	32652.428311774245	37735.036606655085	34269.574226363184	32505.535823358237	181.6598001034338	181.6598001034338
75	1	sp|P05744|RL33A_YEAST	 	 	"sp|P05744|RL33A_YEAST, sp|P41056|RL33B_YEAST"	 	 	39.3	107	12154	60S ribosomal protein L33-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL33A PE=1 SV=3	39	9	0.231	4	4	4	1	1	1	2	2.5	2.5	1	39195.0	33224.0	38107.0	29374.0	23093.0	24645.0	37152.0	37200.0	35276.0	1214.0	732.0	1	36834.0	35101.0	39377.0	23577.0	25574.0	25399.0	37762.0	33008.0	35168.0	547.0	1012.0	1	27104.0	28801.0	32710.0	20625.0	19634.0	20813.0	29271.0	28168.0	28750.0	2094.0	493.0	25182.848484848484	27201.090909090908	26669.0	21678.454545454544	42489.90765232504	37049.159737097936	39793.413055188714	26577.87315591299	22546.455016926597	23028.960213909748	37378.01052538962	39399.44309565132	36191.139591813466	1229.1191701733153	741.1163365460187	33828.26244935727	38090.37931918725	37127.41654816499	38857.0976937922	20044.963323466174	23436.575367086418	22261.29812138998	36003.51516637344	32865.953902743335	33998.69038036965	522.5156567911533	966.7017270066675	31409.543313619273	30615.26388494893	33097.08923080561	35099.96050739994	18995.387616608936	19362.357002076773	19611.346304983574	30162.45697995094	30594.857297700546	30283.95234966029	2168.95421150657	510.64681292871967	27535.852352681726	30813.896004586684	0.9108920699287095	0.9810361041201667	1.1190463839622422	38703.71993250607	33747.78580204454	36247.50438736898	24209.573893292265	20537.387079922806	20976.89723755415	34047.333377289244	35888.64027543623	32966.22205586584	1119.5949051082289	675.0769938543851	37368.03733175482	36423.33608645839	38120.21573893462	19664.832726084886	22992.126592045126	21839.137181666014	35320.748253450336	32242.68737494031	33353.94275594563	512.6067242801832	948.3692961088581	34259.900344501926	37037.17802340869	39278.483883023415	21256.719824327385	21667.375588160012	21946.00616722315	33753.188414830794	34237.064426832614	33889.1473689722	2427.1603673661034	571.4374694897273
131	1	sp|P09938|RIR2_YEAST	 	 	 	 	 	23.1	399	46147	Ribonucleoside-diphosphate reductase small chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR2 PE=1 SV=2	46	46	1	4	3	5	4	3	5	4	3	5	4	36372.0	27475.0	34548.0	37031.0	31108.0	33410.0	39223.0	37551.0	37840.0	713.0	150.0	3	26627.0	20779.0	25098.0	23869.0	19521.0	22708.0	23440.0	26359.0	23966.0	150.0	407.0	5	32825.0	29354.0	31905.0	33296.0	31228.0	32797.0	33502.0	32359.0	38061.0	150.0	150.0	24968.848484848484	28674.636363636364	19356.727272727272	26875.18181818182	39429.59359944805	30638.263417311755	36076.91065239089	33505.999211432354	30371.7629873361	31219.215286943585	39461.6092494982	39771.19590550545	38821.65557756609	721.8797103241959	151.86810175123335	35477.35620971472	27535.22642482486	21978.592873545495	24766.62615026022	20293.219220758117	17889.473204852347	19902.73466437748	22348.45600073602	26245.56710259366	23169.148477477793	143.2858291017788	388.7822162961598	22681.004902158442	37077.406914973755	33732.57724666046	34236.14307516341	30665.232779762966	30795.95011005671	30903.441347453336	34522.31333887863	35146.93933883456	40091.739491492874	155.3692128586368	155.3692128586368	34130.193738141854	30170.610499328057	0.8504187944835211	1.330214892571046	0.883985913786689	33531.66745581777	26055.355040418828	30680.48286569596	28494.131457352112	25828.718066029593	26549.407429044077	33558.894166338025	33822.17247712789	33014.66553612822	613.9000730160161	129.15148801178458	36627.76826061783	29236.251558146076	32944.93494381566	26994.342425661445	23796.84367734527	26474.91405344492	29728.248998147814	34912.244223842805	30819.946352930736	190.60094376557595	517.1638940839293	32775.90543257398	29819.123121769222	30264.268220830152	27107.633820300296	27223.186098967766	27318.206838681886	30517.238702899027	31069.399288245	35440.53296968521	137.34419560316064	137.34419560316064
268	1	sp|P22803|TRX2_YEAST	 	 	"sp|P22217|TRX1_YEAST, sp|P22803|TRX2_YEAST"	 	 	73.1	104	11204	Thioredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRX2 PE=1 SV=3	52	36	0.692	5	4	4	4	3	3	4.571	3.429	3.6	4	25231.0	25751.0	27096.0	44826.0	42107.0	40849.0	37535.0	35367.0	33784.0	150.0	150.0	3	21639.0	20225.0	23852.0	35311.0	31255.0	32442.0	26591.0	26843.0	23491.0	462.0	150.0	3	19749.0	22448.0	23093.0	36464.0	34377.0	43389.0	28824.0	27510.0	30906.0	150.0	150.0	24914.15151515152	28440.545454545456	22023.727272727276	24278.18181818182	27352.031125802092	28715.775114074433	28295.12478398702	40558.98897279757	41110.44824828858	38170.41979216877	37763.34046809053	37458.06731085753	34660.433721788926	151.86810175123335	151.86810175123335	34898.292170872824	22377.08959352481	21392.60988822646	23537.077334289857	30021.109552314294	28642.768557843356	28434.231019100505	25352.72156636397	26727.48426476428	22709.941871168772	441.32035363347865	143.2858291017788	25466.11484973292	22307.439730809343	25796.446618281465	24780.293121289724	33582.9243176741	33901.38263524464	40883.90452250672	29701.843462475008	29880.16629720754	32554.985437168725	155.3692128586368	155.3692128586368	30376.598460295252	29998.67014588917	0.8596028137711269	1.177983776594952	0.9875585702954837	23511.88291809492	24684.161087677287	24322.568880320392	34864.6210447289	35338.65698962116	32811.40025617339	32461.473723767685	32199.0600588414	29794.206353777412	130.54624758744	130.54624758744	26359.848508583957	25200.147387355515	27726.29524825421	35364.38000800598	33740.71667790346	33495.06284045334	29865.094697705714	31484.542853089177	26751.943091651217	519.8682168613849	168.78838209785226	22029.903287510744	25475.501941053808	24471.99084636389	33165.10472550367	33479.600966302336	40375.250298343795	29332.310064942078	29508.414308661573	32149.954874320636	153.43619771861006	153.43619771861006
125	1	sp|P09436|SYIC_YEAST	 	 	 	 	 	32.6	1072	122982	"Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILS1 PE=1 SV=1"	141	141	1	10	10	13	10	10	13	10	10	13	10	26399.0	22246.0	24913.0	23854.0	20985.0	23154.0	27822.0	22375.0	29421.0	150.0	150.0	10	32159.0	36007.0	35779.0	39143.0	37102.0	40875.0	36055.0	37073.0	38232.0	150.0	477.0	13	27415.0	28068.0	27992.0	37117.0	29131.0	33516.0	26865.0	29637.0	25489.0	150.0	150.0	24850.030303030304	20133.545454545456	30277.454545454544	24139.090909090908	28618.218449132	24807.235959290894	26015.51681958476	21583.324922079	20488.345322400928	21635.729145581914	27991.252391187285	23697.917722182745	30184.24758846649	151.86810175123335	151.86810175123335	25002.420924434005	33255.91867637896	38085.7208526759	35306.60279823733	33279.04310855649	34001.08779501213	35825.44827401927	34376.00601990346	36913.4606470069	36960.81467875035	143.2858291017788	455.64893654365653	35333.78920561564	30966.553254348986	32254.75158953689	30037.239208900617	34184.32980197207	28727.962810812798	31580.92935943062	27683.181536892556	32190.421248649214	26848.96213706056	155.3692128586368	155.3692128586368	30497.14788306714	29978.54154595644	1.1990255518280408	0.8484383424462133	0.982994923358107	34313.975168305915	29744.509785417184	31193.26941069429	25878.958074979677	24566.049556235233	25941.79207798338	33562.226844701305	28414.408874015673	36191.68412127524	182.09373450734964	182.09373450734964	28215.596518313036	32313.38587111352	29955.475555543315	28235.21617321975	28847.826570168265	30395.68395100146	29165.921567447946	31318.795365300055	31358.972341500616	121.5691913391446	386.59002845847976	30439.96464292352	31706.257066691593	29526.45365404239	33603.02265373779	28239.441601449475	31043.893235251293	27212.426913166262	31643.020668181114	26392.393478164562	152.72714748618512	152.72714748618512
624	1	sp|P49723|RIR4_YEAST	 	 	 	 	 	33.6	345	40054	Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR4 PE=1 SV=1	73	73	1	7	8	9	7	8	9	7	8	9	7	31878.0	26447.0	27463.0	28449.0	23798.0	25132.0	38822.0	37168.0	37455.0	150.0	470.0	8	26293.0	27490.0	29282.0	32673.0	29972.0	33428.0	31406.0	33626.0	35373.0	150.0	150.0	9	25939.0	26680.0	27911.0	27174.0	27808.0	23264.0	32248.0	34623.0	30717.0	150.0	150.0	24658.757575757572	25202.909090909092	25440.272727272724	23333.090909090908	34557.80778519754	29491.90728289878	28678.36625120444	25740.924402960736	23234.76969180354	23484.026297260287	39058.16980557374	39365.55110159054	38426.66780279434	151.86810175123335	475.85338548719784	31337.576713475995	27189.833942536523	29077.02575166108	28895.383972106138	27778.30456239599	27466.999175033787	29298.42409550865	29943.498684262602	33481.29441146532	34196.874284145124	143.2858291017788	143.2858291017788	29703.070986568353	29299.34068446319	30659.71114467879	29950.320933110357	25026.94124090818	27423.266961075224	21920.83603705078	33230.122397234736	37605.99773566764	32355.90136780922	155.3692128586368	155.3692128586368	29719.15983355535	30243.66579666142	0.9650926768583173	1.01819996357742	1.0176487480145338	33351.487221771495	28462.42374531009	27677.28125329812	24842.37763686096	22423.70607804918	22664.26180263405	37694.753650847866	37991.4050886369	37085.29569254411	146.56679284848911	459.2426175919325	27684.687929966785	29606.22656128101	29421.278907954034	28283.868693674078	27966.897559600424	29831.65434692271	30488.469269696703	34090.65275027887	34819.25615057817	145.8936259725916	145.8936259725916	29816.43736519526	31200.81666086962	30478.90660021324	25468.635420443512	27907.25328940653	22307.7113485366	33816.59245391565	38269.696513539566	32926.942517832795	158.11128494559534	158.11128494559534
591	1	sp|P46672|ARC1_YEAST	 	 	 	 	 	44.7	376	42083	tRNA-aminoacylation cofactor ARC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC1 PE=1 SV=2	81	81	1	8	9	5	8	9	5	8	9	5	8	44166.0	45224.0	43862.0	41029.0	40185.0	39857.0	38913.0	42189.0	38995.0	701.0	150.0	9	29741.0	30988.0	32304.0	27845.0	26740.0	25121.0	34599.0	32750.0	29462.0	150.0	150.0	5	16507.0	17411.0	18245.0	19234.0	15948.0	18591.0	17838.0	20746.0	20245.0	150.0	150.0	24551.090909090908	34115.545454545456	24531.81818181818	15005.90909090909	47878.792227901205	50430.74885475912	45803.09873321666	37123.427443111395	39233.93646798577	37243.46793450196	39149.72339509276	44683.41679468907	40006.61890188134	709.7302621840972	151.86810175123335	42394.80341701548	30755.442562087963	32776.96886113036	31877.483909395418	23673.580342788126	24505.12337983463	22017.64124994833	32987.808411666614	32609.064175801144	28482.410600160674	143.2858291017788	143.2858291017788	28853.94705475703	18645.445725680784	20008.104600449864	19578.073355472698	17714.292626320304	15727.354052618946	17517.635091334727	18381.261576589968	22533.40348970802	21325.169228482522	155.3692128586368	155.3692128586368	19047.85997185087	28561.960576162182	0.6737137166367569	0.9898805359959684	1.4994839639923514	32256.599059938395	33975.88724371464	30858.17588103573	25010.562276993558	26432.441156137087	25091.4352025952	26375.70565380894	30103.830800779255	26953.007910456807	478.1550127456281	102.3156232693926	30444.21396815285	32445.28350457888	31554.900858435194	23434.01639866273	24257.14466587804	21794.834521865796	32653.98947187286	32279.077924668967	28194.1838713443	141.83585331189553	141.83585331189553	27958.546867148067	30001.831998256162	29357.007042397236	26562.29772663525	23582.91519793223	26267.41290652611	27562.406972045424	33788.47718698646	31976.749287532686	232.97364317964013	232.97364317964013
629	1	sp|P51402|RL37B_YEAST	 	 	"sp|P49166|RL37A_YEAST, sp|P51402|RL37B_YEAST"	 	 	46.6	88	9868	60S ribosomal protein L37-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL37B PE=1 SV=2	34	27	0.794	3	4	3	2	3	2	2.4	3.5	2.4	2	21929.0	24432.0	22865.0	23912.0	16920.0	19374.0	23549.0	25657.0	24525.0	670.0	1536.0	3	39124.0	36010.0	34513.0	28298.0	26153.0	30069.0	35058.0	36194.0	40206.0	150.0	150.0	2	31365.0	32347.0	35492.0	27506.0	25081.0	26835.0	31775.0	33498.0	38720.0	531.0	1065.0	24106.333333333332	18669.909090909092	27811.363636363636	25837.727272727276	23772.450182621145	27244.915443558173	23876.88323685648	21635.80387091276	16519.552197046636	18103.594042778957	23692.2580173988	27173.965363041018	25161.234224096417	678.3441878221756	1555.1293619326295	23020.072953145595	40458.489452242	38088.894045737194	34057.318046216074	24058.717060162267	23967.183685595177	26354.38297618313	33425.43389393359	36038.243321494556	38869.18065949562	143.2858291017788	143.2858291017788	32813.09368233996	35428.26711007317	37172.02685145895	38085.22770799874	25332.70941975493	24733.995923861035	25285.661754395533	32742.717042053268	36384.071633001025	40785.900347090304	550.0070135195743	1103.1214112963214	32883.39753218744	29177.193725200854	1.2674674743467274	0.8891936251931054	0.8872925523173565	30130.80739200022	34532.04416603682	30263.172891490194	27422.677687726944	20937.99510052963	22945.716617999504	30029.16643088346	34442.117246679045	31891.045993461925	859.779194476755	1971.0758846511876	35975.430905876085	33868.401776125145	30283.55009786944	21392.8578402209	21311.46694706343	23434.149338319738	29721.682737799303	32044.976224630966	34562.22765890265	127.40884581781046	127.40884581781046	31435.237548277877	32982.46257984032	33792.73889861791	22477.52439816829	21946.29037228975	22435.779355090977	29052.368974048448	32283.31578294301	36189.025617531115	488.01712681822994	978.7914125450374
