ProtGroup	Counter	KO	Accession	Identical	Similar	OtherLoci	Missing	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_L00760	Total_L00762	Total_L00764	Unique_L00760	Unique_L00762	Unique_L00764	Corrected_L00760	Corrected_L00762	Corrected_L00764	PSMs_Used_L00760	TotInt_126C_L00760	TotInt_127N_L00760	TotInt_127C_L00760	TotInt_128N_L00760	TotInt_128C_L00760	TotInt_129N_L00760	TotInt_129C_L00760	TotInt_130N_L00760	TotInt_130C_L00760	TotInt_131N_L00760	TotInt_131C_L00760	PSMs_Used_L00762	TotInt_126C_L00762	TotInt_127N_L00762	TotInt_127C_L00762	TotInt_128N_L00762	TotInt_128C_L00762	TotInt_129N_L00762	TotInt_129C_L00762	TotInt_130N_L00762	TotInt_130C_L00762	TotInt_131N_L00762	TotInt_131C_L00762	PSMs_Used_L00764	TotInt_126C_L00764	TotInt_127N_L00764	TotInt_127C_L00764	TotInt_128N_L00764	TotInt_128C_L00764	TotInt_129N_L00764	TotInt_129C_L00764	TotInt_130N_L00764	TotInt_130C_L00764	TotInt_131N_L00764	TotInt_131C_L00764	Average_all	Average_L00760	Average_L00762	Average_L00764	SLNorm_Met6-1_1	SLNorm_Met6-2_1	SLNorm_Met6-3_1	SLNorm_Pfk2-1_1	SLNorm_Pfk2-2_1	SLNorm_Pfk2-3_1	SLNorm_Ura2-1_1	SLNorm_Ura2-2_1	SLNorm_Ura2-3_1	SLNorm_unused-1_1	SLNorm_unused-2_1	AvePool_1	SLNorm_Met6-1_2	SLNorm_Met6-2_2	SLNorm_Met6-3_2	SLNorm_Pfk2-1_2	SLNorm_Pfk2-2_2	SLNorm_Pfk2-3_2	SLNorm_Ura2-1_2	SLNorm_Ura2-2_2	SLNorm_Ura2-3_2	SLNorm_unused-1_2	SLNorm_unused-2_2	AvePool_2	SLNorm_Met6-1_3	SLNorm_Met6-2_3	SLNorm_Met6-3_3	SLNorm_Pfk2-1_3	SLNorm_Pfk2-2_3	SLNorm_Pfk2-3_3	SLNorm_Ura2-1_3	SLNorm_Ura2-2_3	SLNorm_Ura2-3_3	SLNorm_unused-1_3	SLNorm_unused-2_3	AvePool_3	GeoMeanPools	IRS_Fac_AvePool_1	IRS_Fac_AvePool_2	IRS_Fac_AvePool_3	IRSNorm_Met6-1_1	IRSNorm_Met6-2_1	IRSNorm_Met6-3_1	IRSNorm_Pfk2-1_1	IRSNorm_Pfk2-2_1	IRSNorm_Pfk2-3_1	IRSNorm_Ura2-1_1	IRSNorm_Ura2-2_1	IRSNorm_Ura2-3_1	IRSNorm_unused-1_1	IRSNorm_unused-2_1	IRSNorm_Met6-1_2	IRSNorm_Met6-2_2	IRSNorm_Met6-3_2	IRSNorm_Pfk2-1_2	IRSNorm_Pfk2-2_2	IRSNorm_Pfk2-3_2	IRSNorm_Ura2-1_2	IRSNorm_Ura2-2_2	IRSNorm_Ura2-3_2	IRSNorm_unused-1_2	IRSNorm_unused-2_2	IRSNorm_Met6-1_3	IRSNorm_Met6-2_3	IRSNorm_Met6-3_3	IRSNorm_Pfk2-1_3	IRSNorm_Pfk2-2_3	IRSNorm_Pfk2-3_3	IRSNorm_Ura2-1_3	IRSNorm_Ura2-2_3	IRSNorm_Ura2-3_3	IRSNorm_unused-1_3	IRSNorm_unused-2_3
380	1	 	sp|P32861|UGPA1_YEAST	 	 	 	 	 	27.5	499	55987	UTP--glucose-1-phosphate uridylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGP1 PE=1 SV=1	62	62	1	7	9	7	7	9	7	7	9	7	7	81967.0	78829.0	87425.0	147663.0	133878.0	141797.0	82107.0	72757.0	78267.0	150.0	150.0	9	92280.0	83608.0	94520.0	178392.0	149337.0	166422.0	93313.0	82534.0	86988.0	1401.0	1112.0	7	76597.0	74957.0	83113.0	140315.0	132287.0	142744.0	75997.0	74540.0	74265.0	150.0	150.0	85151.8787878788	82271.81818181818	93627.9090909091	79555.90909090909	84993.72741514558	83368.10379884973	87899.2796955582	126620.53841860723	126959.52763797731	128799.28835116613	81322.28554070479	75608.64652188672	79625.67883517488	147.04264539296287	147.04264539296287	97244.11957945226	98211.75573258834	90505.55740597523	97272.78798687391	157998.53751864884	146503.48308679654	155976.46403804023	94457.31692005594	87502.79826954294	90622.24872605248	1410.1704506114636	1119.278758800819	113227.88329828606	81979.57844725305	81558.72786761037	86014.57695077048	125264.60752022859	130933.64633713146	134829.86857857826	77663.52950416047	79604.87797036865	77865.93582890916	152.06953627125446	152.06953627125446	97301.70544500116	102324.36618552456	1.052242198582728	0.9037028972445116	1.0516194522752986	89433.98660105387	87723.43683297471	92491.3313206923	133235.47373132405	133592.17249280986	135528.0463505218	85570.74053112359	79558.60844805441	83785.49936116661	154.7244764737117	154.7244764737117	88754.24819901036	81790.13444450927	87905.70032678907	142783.73611599862	132395.62212195032	140956.38245313131	85361.35096659757	79076.53231318798	81895.58872854637	1274.375121826178	1011.4954571525411	86211.31938446013	85768.74472840656	90454.60230066079	131730.69794990303	137692.36944546184	141789.71254495496	81672.47835893172	83714.03816964106	81885.332787301	159.91928244133527	159.91928244133527
138	1	 	sp|P0C2H8|RL31A_YEAST	 	 	"sp|P0C2H8|RL31A_YEAST, sp|P0C2H9|RL31B_YEAST"	 	 	61.9	113	12953	60S ribosomal protein L31-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL31A PE=1 SV=1	70	14	0.2	8	9	9	2	2	2	6	6.667	6.667	2	129729.0	122187.0	133776.0	112602.0	97886.0	102713.0	127013.0	118762.0	115644.0	1862.0	503.0	2	109537.0	111199.0	108325.0	92651.0	86068.0	91499.0	106439.0	99604.0	100047.0	2964.0	2234.0	2	98531.0	98212.0	108431.0	86278.0	77230.0	81499.0	91023.0	94139.0	95399.0	2280.0	1435.0	85081.8484848485	96607.0	82778.81818181818	75859.72727272728	134519.39516926836	129222.72893059727	134501.73337778662	96555.84585855638	92827.50207181947	93297.89279331247	125799.10913054353	123416.77197015149	117651.5262270812	1825.289371477979	493.0830042177355	116421.38950323519	116578.03519376386	120372.7810495053	111479.84298220606	82059.29918180374	84434.9476841935	85756.032754183	107744.28381526512	105600.46427944307	104226.83724531397	2983.4012959403126	2248.622974065674	102028.05824285309	105454.91134099624	106861.87789444282	112216.45943894451	77023.69531147977	76439.90344188517	76980.46474307537	93019.03293626325	100535.59977532244	100024.67396676907	2311.456951323068	1454.7985636616677	94284.06876101984	103847.70548089725	0.8919985058073153	1.0178347728005657	1.1014342809506683	119991.09949309117	115266.4811224365	119975.34520147958	86127.67023279374	82801.99314588844	83221.5809666058	112212.61737633622	110087.57618893728	104944.9856005066	1628.1553920243311	439.8293030012022	118657.17796498099	122519.60225089546	113468.06065363644	83522.80813888485	85940.82579256874	87285.47211463173	109665.87863767004	107483.82456750119	106085.69920730569	3036.609580226321	2288.726653922268	116151.65444558668	117701.33563970374	123599.05531296368	84836.53846156308	84193.5300834513	84788.9228315375	102454.35165687965	110733.35604847643	110170.60484791332	2545.9179251289474	1602.365009894754
104	1	Ura2	sp|P07259|PYR1_YEAST	 	 	"sp|P03965|CARB_YEAST, sp|P07259|PYR1_YEAST"	 	 	25.2	2214	245038	Protein URA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=URA2 PE=1 SV=5	172	166	0.965	12	12	14	12	11	13	12	12	13.929	12	137916.0	128688.0	134637.0	178793.0	149297.0	159921.0	52071.0	45927.0	46130.0	150.0	150.0	11	122077.0	119480.0	128966.0	130438.0	106708.0	130434.0	20178.0	15794.0	13645.0	150.0	150.0	13	143023.0	141235.0	159002.0	162116.0	150966.0	147290.0	27863.0	32444.0	19881.0	150.0	150.0	85024.8484848485	93970.9090909091	71638.18181818182	89465.45454545454	143008.70972692934	136098.06722990744	135367.40429363307	153314.41136559626	141581.71318489296	145261.96599650796	51573.34612627472	47727.06830697654	46930.795413988235	147.04264539296287	147.04264539296287	111207.05351607851	129924.10603128724	129336.9533880241	132721.98873799387	115526.55520907616	104683.32478371658	122247.26364505739	20425.447052531683	16744.846922106783	14215.070858819447	150.98184696054213	150.98184696054213	87313.95073651259	153073.42648225743	153674.06553599998	164552.95518542718	144727.20031892083	149421.55202651347	139123.82547034405	28474.004534052965	34648.51973263537	20844.98310394591	152.06953627125446	152.06953627125446	109837.83693223301	102169.82473070042	0.9187351116710284	1.1701431886757525	0.9301878804636007	131387.1229009001	125038.07299468014	124366.78730032823	140855.33284674905	130076.09107349814	133457.26855135488	47382.243912571605	43848.533430740885	43116.96956548067	135.09324123550718	135.09324123550718	152029.80771729702	151342.7550510697	155303.73110926346	135182.61168907376	122494.47946359756	143046.80288851284	23900.697744177174	19593.86857132139	16633.668341990757	176.67037983456325	176.67037983456325	142387.04613483185	142945.7533031563	153065.1646079544	134623.4877100879	138990.1167751242	129411.29633624724	26486.173925841682	32229.633131301336	19389.75065175901	141.45323962724083	141.45323962724083
179	1	 	sp|P12695|ODP2_YEAST	 	 	 	 	 	28.4	482	51817	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAT1 PE=1 SV=1"	65	65	1	7	9	7	7	9	7	7	9	7	7	80424.0	79971.0	85754.0	166382.0	154984.0	169345.0	67458.0	63016.0	69450.0	399.0	150.0	9	93567.0	82468.0	99354.0	165323.0	154575.0	160497.0	79406.0	78991.0	75567.0	809.0	150.0	7	73523.0	70674.0	76607.0	143828.0	129975.0	137911.0	64965.0	65923.0	55903.0	150.0	150.0	83262.09090909091	85212.09090909091	90064.27272727272	74509.90909090909	83393.75033410601	84575.86204186037	86219.21453832311	142672.01955239096	146974.82358150164	153822.12237091214	66813.28922022316	65485.856607930706	70655.61980276355	391.13343674528124	147.04264539296287	100068.06200555686	99581.4840553868	89271.50880485079	102247.57276394276	146423.56281781459	151642.09739141387	150423.34876827188	80379.77245779219	83746.49887451797	78724.09377709118	814.295427940524	150.98184696054213	109159.99330123134	78689.56416279208	76898.5089226556	79281.4444968618	128400.79799322551	128645.2991047394	130264.82377921528	66389.61004036719	70402.36611806563	58613.60547557408	152.06953627125446	152.06953627125446	90842.89112149963	99743.2034310151	0.9967536238033299	0.9137340559903643	1.0979747804108477	83123.02284807031	84301.29697651482	85939.3145325503	142208.85250418523	146497.68801271686	153322.75789432594	66596.38814847739	65273.26488182016	70426.2450804749	389.8636704665096	146.56528964906374	90990.99332746837	81570.41782463584	93427.08937676733	133792.1959460816	138560.54870834245	137446.93658568623	73445.73550744103	76522.02809160578	71932.88551110732	744.0494641465043	137.9572554041726	86399.15693226695	84432.6234482744	87049.02661209666	140980.8379811894	141249.29403541406	143027.49128424167	72894.11750563397	77300.02247888721	64356.26060113151	166.96851569461006	166.96851569461006
285	1	 	sp|P25087|ERG6_YEAST	 	 	 	 	 	42	383	43430	Sterol 24-C-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG6 PE=1 SV=4	57	57	1	5	5	6	5	5	6	5	5	6	5	98625.0	108238.0	100905.0	98537.0	89567.0	95939.0	120853.0	106667.0	125230.0	1912.0	851.0	5	90456.0	93730.0	97575.0	87993.0	82639.0	88145.0	108623.0	92277.0	112953.0	2325.0	406.0	6	89957.0	95740.0	91771.0	88621.0	95154.0	94608.0	111637.0	107954.0	117583.0	1418.0	865.0	81810.72727272728	86120.36363636363	77920.18181818182	81391.63636363637	102266.8435628818	114470.5225104961	101452.40855224822	84495.15446763442	84938.40669826794	87144.82623132033	119697.98159049527	110847.71909988168	127403.93474298171	1874.3035866089667	834.2219415294094	103635.3108284675	96270.50906531222	101462.6099854327	100416.76140308107	77933.79362235115	81071.0094538512	82612.547755904	109955.06666602977	97832.35655509988	117672.03361789908	2340.2186278884033	408.6575324398674	96136.29868055122	96278.40435499487	104172.16011906849	94974.83836883711	79115.38169867924	94180.53311030871	89362.66467579815	114085.07498001186	115289.30770610648	123284.32414422171	1437.5640162175923	876.9343258309008	101193.63212866963	100272.7160489633	0.9675535804097716	1.0430265927145466	0.990899466099454	98948.65064647228	110756.36390640786	98160.64113592269	81753.5892324364	82182.45951521046	84317.28863430137	115814.21065570663	107251.10749534714	123270.13321886485	1813.4891459983821	807.1544263831712	100412.70104928747	105828.20038103081	104737.35249768523	81287.01921923958	84559.21875857921	86167.08420130832	114686.05853636985	102041.74951490045	122735.06028226885	2440.9102616535524	426.2406736478892	95402.21947227177	103224.1378444118	94110.51663256263	78395.38948547577	93323.43997596684	88549.41671647293	113046.83988760994	114240.11345295659	122162.37097294132	1424.481416153799	868.9537552701242
185	1	 	sp|P13663|DHAS_YEAST	 	 	 	 	 	47.9	365	39543	Aspartate-semialdehyde dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOM2 PE=1 SV=1	81	81	1	7	8	9	7	8	9	7	8	9	7	101815.0	97637.0	104623.0	114654.0	101730.0	100639.0	104463.0	104538.0	100878.0	745.0	939.0	8	85696.0	82813.0	94324.0	94510.0	78434.0	86713.0	88330.0	86457.0	88821.0	150.0	150.0	9	106971.0	102096.0	110361.0	114458.0	102282.0	115724.0	110807.0	100660.0	107349.0	1539.0	437.0	81567.9696969697	84787.36363636363	71490.72727272728	88425.81818181818	105574.63804669009	103259.09945081493	105190.57866272103	98315.42913151563	96472.85399103237	91414.00438918319	103464.62438572405	108635.27482036085	102629.1953126448	730.3118054517156	920.4869601599477	101661.74424340966	91204.53640290302	89644.97088150687	97071.0797087801	83705.78154226366	76945.79503023229	81270.42774471274	89413.20934434154	91661.9748223747	92531.82914995984	150.98184696054213	150.98184696054213	88161.0671807861	114488.0019593601	111087.95549944033	114213.8381103315	102181.06722410522	101235.61056380809	109307.93386333149	113236.87400512531	107499.69166215869	112554.10146499117	1560.2334421430708	443.029249003588	109533.89715029465	99386.55683535959	0.9776200238842787	1.1273293304351013	0.9073589036915979	103211.88016877924	100948.1632713748	102836.41602465043	96115.13217574543	94313.7938228976	89368.16115431083	101149.08856314947	106204.01996455636	100332.35637277212	713.9674446886769	899.8864839767351	102817.54895572847	101059.4050007233	109431.07529271142	94363.98265958695	86743.25159122831	91618.53689362129	100798.13342221008	103333.23270286678	104313.84499955941	170.2062644418829	170.2062644418829	103881.70794368649	100796.64551531318	103632.94293420004	92714.90113450158	91857.03261572645	99181.52703502616	102746.48585475411	97540.80237376111	102126.96611126726	1415.6917055659048	401.9865336792075
491	1	 	sp|P38912|IF1A_YEAST	 	 	 	 	 	37.3	153	17435	Eukaryotic translation initiation factor 1A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF11 PE=1 SV=1	29	29	1	3	3	3	3	3	3	3	3	3	3	78665.0	77888.0	81425.0	71149.0	70559.0	69973.0	80380.0	74250.0	78799.0	1014.0	913.0	3	81127.0	84027.0	86523.0	112382.0	100804.0	108795.0	89117.0	85223.0	80835.0	884.0	1063.0	3	122726.0	110124.0	121885.0	121284.0	109524.0	111160.0	116552.0	112647.0	111543.0	1248.0	1265.0	77447.06060606061	62274.09090909091	75525.45454545454	94541.63636363637	81569.79720024433	82372.91946726214	81866.72975934604	61010.034253303034	66912.69148484472	63558.979412795394	79611.79085536984	77160.16334167283	80166.91410853803	994.0082828564291	894.9995682918341	74914.44665370848	86341.84121497285	90959.1243918271	89042.88441587274	99534.68565530289	98891.34714827161	101966.44316868315	90209.86049065644	90353.68426254946	84212.18416069403	889.786351420795	1069.9580221270419	92390.22832320337	131350.1278707727	119823.00982820451	126140.15510984637	108274.90046312514	108403.52174762439	104996.97494251779	119107.85545177982	120301.18981390014	116951.45869742159	1265.2185417768371	1282.4530892209127	117261.02154724362	93278.54501835685	1.2451342722924497	1.009614833855004	0.7954778475196516	101565.35007796892	102565.345137474	101935.07098386597	75965.6846025239	83315.28541911133	79139.46357880178	99127.36927259962	96074.76383240035	99818.57226046581	1237.6737799271073	1114.3946361671094	87172.00367298994	91833.68126045117	89899.01695550168	100491.69512068867	99842.17102079977	102946.83357853575	91077.21331135719	91222.41992492136	85021.8703199661	898.3414993561561	1080.245490741622	104486.11699007326	95316.54994146618	100341.69907257556	86130.28476081131	86232.60014334998	83522.76762334885	94747.6604774636	95696.93152721431	93032.29462890836	1006.4533222545907	1020.1630229583793
71	1	 	sp|P05738|RL9A_YEAST	 	 	"sp|P05738|RL9A_YEAST, sp|P51401|RL9B_YEAST"	 	 	60.2	191	21569	60S ribosomal protein L9-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL9A PE=1 SV=2	80	15	0.188	9	9	9	2	2	2	5.5	6.667	9	2	130042.0	118440.0	128857.0	87903.0	83791.0	80289.0	121461.0	110746.0	115483.0	4727.0	3284.0	2	120263.0	118607.0	122689.0	90245.0	78448.0	73382.0	119802.0	110860.0	118225.0	4481.0	3324.0	2	74052.0	73417.0	77030.0	48718.0	46923.0	45967.0	71666.0	66921.0	63376.0	1650.0	1704.0	76265.84848484848	89547.54545454546	87302.36363636363	51947.63636363636	134843.95306062634	125259.97049227773	129556.047855082	75376.53432891674	79460.8955938523	72929.37130141525	120300.17080224029	115086.59191160806	117487.7313417213	4633.80389848357	3219.2536498032673	107811.25185419332	127993.50216372206	128391.9319592683	126262.1782196527	79928.3489078572	76959.52939454398	68776.15269639512	121271.15709125783	117534.10977489919	123164.29111644773	4510.331041534595	3345.7577286456135	107809.02236933824	79255.73773354026	79883.09462567006	79719.21194660102	43492.4359417774	46442.957260178395	43418.45940250733	73237.55550146932	71468.17867795868	66448.9537345041	1672.7648989837992	1727.5099320414508	64818.50942491184	90992.60087451711	0.8439991124263896	0.8440165662831959	1.4038058215443276	113808.17669923438	105719.30391803816	109345.18939916007	63617.72807138301	67064.92535381735	61552.324648209076	101533.23738183387	97132.98142557532	99159.5409734029	3910.926377478077	2717.0472231093727	108028.63620278549	108364.91755072735	106567.3701123882	67460.85059389487	64955.11774235369	58048.212240980174	102354.86559735348	99200.73575336262	103952.70207680814	3806.7941184765396	2823.8749497469353	111259.66602113425	112140.35327849201	111910.29381956463	61054.93476821087	65196.893771572824	60951.08607172584	102811.30676863843	100327.44528328859	93281.42808802654	2348.2371032684664	2425.0884993754344
117	1	 	sp|P07806-2|SYV_YEAST (+1)	sp|P07806-2|SYV_YEAST&sp|P07806|SYV_YEAST	 	 	 	 	25.3	1058	120125	"Isoform of P07806, Isoform Cytoplasmic of Valine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VAS1"	104	104	1	10	13	9	10	13	9	10	13	9	10	73712.0	70059.0	76409.0	67936.0	63852.0	65398.0	71395.0	71425.0	73324.0	858.0	150.0	13	109477.0	101730.0	113047.0	98341.0	88575.0	94498.0	110151.0	112356.0	115363.0	423.0	150.0	9	99596.0	99864.0	110079.0	96492.0	88254.0	88025.0	110673.0	102302.0	112260.0	380.0	1376.0	75391.81818181818	57683.45454545455	85828.27272727272	82663.72727272728	76433.90187789245	74093.11273825131	76823.51801267265	58254.89728643263	60552.29207741472	59403.34322721611	70712.66245482868	74224.43995527248	74596.87064676508	841.0839316477477	147.04264539296287	69455.00425297179	116514.1783954982	110122.60016876207	116339.36588607845	87098.82830015608	86894.37992200862	88566.79945359824	111501.80485099698	119120.17353300175	120182.72037273638	425.7688084287288	150.98184696054213	106260.09454253741	106594.75038229453	108659.3753721606	113921.99314383868	86142.12670663791	87351.12311744313	83144.6448301109	113099.93553448099	109253.26302823522	117703.22434731491	385.2428252205113	1394.984546061641	102874.49294027964	91227.78897210337	1.3134804317314541	0.8585329174122239	0.8867872527455627	100394.43443749378	97319.85370776564	100906.18760641442	76516.66763825505	79534.2507401718	78025.12890837557	92879.69841004896	97492.34943747669	97981.52986292844	1104.7472856630725	193.13763735368397	100031.25749777538	94543.87719590716	99881.1752040631	74777.21116371937	74601.68550116823	76037.51272076106	95727.9698154549	102268.59010593838	103180.82154414289	365.5365372434428	129.62288554732015	94526.86584861399	96357.74897132715	101024.57132732353	76389.73988783959	77461.86249355681	73731.6111693996	100295.58111832263	96884.40097429707	104377.71895825001	341.6284266172362	1237.0545132245184
266	1	 	sp|P22515|UBA1_YEAST	 	 	 	 	 	21.8	1024	114265	Ubiquitin-activating enzyme E1 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBA1 PE=1 SV=2	82	82	1	6	8	7	6	8	7	6	8	7	6	98986.0	98747.0	105293.0	97304.0	88586.0	85133.0	107997.0	102848.0	108399.0	4996.0	1700.0	8	76230.0	72932.0	82412.0	76935.0	71186.0	71088.0	88070.0	84287.0	97216.0	3960.0	2533.0	7	82999.0	78084.0	91118.0	77419.0	68849.0	65662.0	87732.0	88145.0	85030.0	3158.0	986.0	71394.54545454546	81817.18181818182	66077.18181818182	66289.27272727272	102641.17391042248	104433.01508106172	105864.21340559806	83437.86100975977	84008.10226727213	77329.3498113488	106964.84917899198	106879.03675911605	110280.75638588578	4897.500375888284	1666.4833144535794	97982.03975660629	81130.06219652372	78948.80050632218	84812.15619524178	68139.92490693108	69835.31842086487	66626.13642148397	89150.02090972669	89361.33421068851	101277.5616424325	3985.920759758312	2549.5801223403546	81031.2572678017	88831.4559518461	84961.13380757619	94299.04133649736	69114.92463106992	68144.64472446396	62021.51285242536	89655.8649743938	94134.3167252233	89152.9054538766	3201.570636964144	999.6037517563793	82257.31116193028	86760.99438638873	0.8854785489453847	1.0707102087735194	1.0547511602414597	90886.55773625178	92473.19465597	93740.49007163351	73882.43609402877	74387.3724952796	68473.4804618432	94715.07943917574	94639.0943821425	97651.2441411736	4336.631526301034	1475.6352271240507	86866.78583224853	84531.28667254315	90809.24146633966	72958.11322291211	74773.38836616944	71337.28443762008	95453.83750041708	95680.09280900654	108438.91917024188	4267.766048835528	2729.8614650758564	93695.0812311478	89612.85445897089	99462.02325932797	72899.04694462204	71875.64308737042	65417.26264102625	94564.6276041935	99288.27978446631	94034.1304663735	3376.86034393292	1054.3332169467571
196	1	 	sp|P15180|SYKC_YEAST	 	 	 	 	 	33	591	67958	"Lysine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRS1 PE=1 SV=2"	65	65	1	5	7	4	5	7	4	5	7	4	5	112912.0	113300.0	111654.0	84753.0	74587.0	83360.0	111956.0	108432.0	110237.0	1080.0	150.0	7	87404.0	99940.0	95394.0	76775.0	73659.0	73962.0	97831.0	92960.0	96189.0	150.0	150.0	4	76135.0	76257.0	78781.0	54099.0	55440.0	59082.0	76429.0	81888.0	80131.0	1446.0	479.0	71121.27272727272	82947.36363636363	72219.45454545454	58197.0	117081.40776042697	119824.00081708095	112259.72176297233	72675.41965551437	70732.53475502931	75718.8704764784	110886.01215481195	112681.89672005747	112150.66321378325	1058.7070468293327	147.04264539296287	100445.61414623944	93022.3265935322	108184.92736524213	98172.24224735347	67998.21582803188	72261.39577392304	69319.74879031337	99030.72210309381	98556.47523610525	100207.65488010141	150.98184696054213	150.98184696054213	89639.30097974406	81485.11306032365	82973.22346145609	81531.34150805109	48296.26199791075	54872.824638328544	55806.32667824609	78105.00278265563	87452.163230984	84016.36442343392	1465.950329654893	485.60871915953925	72726.51353126553	86837.51814558353	0.8645227458030791	0.9687438121054329	1.1940283388980497	101219.54011953426	103590.5741994932	97051.08290161451	62829.55335297635	61149.885164029656	65460.68581343281	95863.47969923163	97416.06275472305	96956.79930521626	915.2763231259638	127.12171154527273	90114.80327513497	104803.47894815402	95103.75219763923	65872.85081761559	70002.78001008963	67153.07769731915	95935.39924570486	95475.9755278993	97075.54559069504	146.26272998327465	146.26272998327465	97295.53419233803	99072.3801826991	97350.73226898785	57667.105488350375	65519.707653547404	66634.3355436281	93259.58673220186	104420.36119573293	100317.920052766	1750.3862370248803	579.8305722924741
588	1	 	sp|P46654|RSSA2_YEAST	 	 	"sp|P32905|RSSA1_YEAST, sp|P46654|RSSA2_YEAST"	 	 	32.1	252	27962	40S ribosomal protein S0-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS0B PE=1 SV=2	45	11	0.244	5	5	5	1	1	1	3	3	3	1	131075.0	123422.0	130632.0	84785.0	77759.0	81719.0	115588.0	113659.0	125978.0	150.0	1893.0	1	91210.0	87906.0	89943.0	56541.0	56265.0	55692.0	88556.0	85465.0	89981.0	1239.0	848.0	1	81631.0	80931.0	82316.0	53442.0	48745.0	52631.0	79295.0	80356.0	82577.0	1395.0	1101.0	70749.27272727272	89696.36363636363	63967.818181818184	58583.63636363636	135915.09779472477	130528.84226695291	131340.67721121144	72702.85955060925	73740.6139141717	74228.29146433948	114483.30034076248	118113.76438048742	128164.91967620658	147.04264539296287	1855.6781848591916	108802.040733274	97072.97616351736	95158.13713196894	92562.48804383623	50077.331437743414	55197.42914266797	52196.47183188843	89641.98082981443	90610.25339988958	93740.29248423838	1247.110055894078	853.5507081502649	79584.15116284051	87367.32467626296	88058.87915809831	85189.75270149825	47709.732780501414	48246.31740612058	49712.988378910166	81033.85096822775	85816.06619515619	86580.96523185662	1414.2466873226665	1116.1903962310078	73301.76416629247	85939.47288383193	0.789870045677827	1.0798566250708326	1.1724066106904267	107355.26450342558	103100.82260367197	103742.06670817632	57425.81099414838	58245.50208069781	58630.70396952488	90426.92966950645	93294.5244663957	101233.63095894032	116.1445810331281	1465.744612638077	104824.89642551723	102757.14481135545	99954.21594717629	54076.338118915104	59605.30954658785	56364.70591298782	96800.48688354768	97846.0824332177	101226.07587518239	1346.7000560496765	921.7123870299642	102430.02900878753	103240.81205494389	99877.02923031918	55935.20610613361	56564.30146840437	58283.83621261064	95004.62256485305	100611.32331064838	101508.0959977867	1658.072165364131	1308.6289993304003
