ProtGroup	Counter	KO	Accession	Identical	Similar	OtherLoci	Missing	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_L00761	Total_L00763	Total_L00765	Unique_L00761	Unique_L00763	Unique_L00765	Corrected_L00761	Corrected_L00763	Corrected_L00765	PSMs_Used_L00761	TotInt_126C_L00761	TotInt_127N_L00761	TotInt_127C_L00761	TotInt_128N_L00761	TotInt_128C_L00761	TotInt_129N_L00761	TotInt_129C_L00761	TotInt_130N_L00761	TotInt_130C_L00761	TotInt_131N_L00761	TotInt_131C_L00761	PSMs_Used_L00763	TotInt_126C_L00763	TotInt_127N_L00763	TotInt_127C_L00763	TotInt_128N_L00763	TotInt_128C_L00763	TotInt_129N_L00763	TotInt_129C_L00763	TotInt_130N_L00763	TotInt_130C_L00763	TotInt_131N_L00763	TotInt_131C_L00763	PSMs_Used_L00765	TotInt_126C_L00765	TotInt_127N_L00765	TotInt_127C_L00765	TotInt_128N_L00765	TotInt_128C_L00765	TotInt_129N_L00765	TotInt_129C_L00765	TotInt_130N_L00765	TotInt_130C_L00765	TotInt_131N_L00765	TotInt_131C_L00765	Average_all	Average_L00761	Average_L00763	Average_L00765	SLNorm_Met6-1_1	SLNorm_Met6-2_1	SLNorm_Met6-3_1	SLNorm_Pfk2-1_1	SLNorm_Pfk2-2_1	SLNorm_Pfk2-3_1	SLNorm_Ura2-1_1	SLNorm_Ura2-2_1	SLNorm_Ura2-3_1	SLNorm_unused-1_1	SLNorm_unused-2_1	AvePool_1	SLNorm_Met6-1_2	SLNorm_Met6-2_2	SLNorm_Met6-3_2	SLNorm_Pfk2-1_2	SLNorm_Pfk2-2_2	SLNorm_Pfk2-3_2	SLNorm_Ura2-1_2	SLNorm_Ura2-2_2	SLNorm_Ura2-3_2	SLNorm_unused-1_2	SLNorm_unused-2_2	AvePool_2	SLNorm_Met6-1_3	SLNorm_Met6-2_3	SLNorm_Met6-3_3	SLNorm_Pfk2-1_3	SLNorm_Pfk2-2_3	SLNorm_Pfk2-3_3	SLNorm_Ura2-1_3	SLNorm_Ura2-2_3	SLNorm_Ura2-3_3	SLNorm_unused-1_3	SLNorm_unused-2_3	AvePool_3	GeoMeanPools	IRS_Fac_AvePool_1	IRS_Fac_AvePool_2	IRS_Fac_AvePool_3	IRSNorm_Met6-1_1	IRSNorm_Met6-2_1	IRSNorm_Met6-3_1	IRSNorm_Pfk2-1_1	IRSNorm_Pfk2-2_1	IRSNorm_Pfk2-3_1	IRSNorm_Ura2-1_1	IRSNorm_Ura2-2_1	IRSNorm_Ura2-3_1	IRSNorm_unused-1_1	IRSNorm_unused-2_1	IRSNorm_Met6-1_2	IRSNorm_Met6-2_2	IRSNorm_Met6-3_2	IRSNorm_Pfk2-1_2	IRSNorm_Pfk2-2_2	IRSNorm_Pfk2-3_2	IRSNorm_Ura2-1_2	IRSNorm_Ura2-2_2	IRSNorm_Ura2-3_2	IRSNorm_unused-1_2	IRSNorm_unused-2_2	IRSNorm_Met6-1_3	IRSNorm_Met6-2_3	IRSNorm_Met6-3_3	IRSNorm_Pfk2-1_3	IRSNorm_Pfk2-2_3	IRSNorm_Pfk2-3_3	IRSNorm_Ura2-1_3	IRSNorm_Ura2-2_3	IRSNorm_Ura2-3_3	IRSNorm_unused-1_3	IRSNorm_unused-2_3
302	1	 	sp|P26637|SYLC_YEAST	 	 	 	 	 	32	1090	124140	"Leucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC60 PE=1 SV=1"	142	142	1	25	25	20	25	25	20	25	25	20	25	647463.0	589391.0	639916.0	551542.0	504701.0	538200.0	624186.0	600164.0	622304.0	24972.0	13191.0	25	547838.0	516263.0	544918.0	494447.0	458043.0	479030.0	543480.0	528679.0	548402.0	26571.0	10009.0	20	506391.0	484105.0	513265.0	437503.0	417646.0	425367.0	502180.0	482070.0	514755.0	18415.16092	9013.167175	435285.46448772727	486911.8181818182	427061.8181818182	391882.7570995454	648925.3249816099	626311.883754304	640020.2698440594	495917.6352360269	504877.2089082708	511110.53367076727	622190.6457154801	619740.5473092586	626341.9955540688	24783.036547229327	13091.183529332937	588381.7827748717	573459.0213651084	553660.3795707433	549785.5015722887	443334.6411805199	457077.1367252241	452539.3237249841	544238.7674326829	549629.6203286153	553787.626969373	26554.396089138107	10002.745491557838	519723.55765217106	537226.6895901476	522373.47220091155	522078.5538012816	395606.20033841656	419996.05228607834	405836.09885265597	507763.51255749614	504838.61677928414	524751.2048265869	18568.34959277038	9088.144261705569	482274.48902587325	528334.0934797785	0.8979443431917592	1.0165675303742343	1.0955049572432065	582698.8247211106	562393.213090952	574702.5808345363	445306.4352492246	453351.63374562585	458948.8124553866	558692.5707070433	556492.5187029135	562420.2518112141	22253.787474699202	11755.15419584964	582959.8211199535	562833.1647262917	558894.0895689012	450679.60131422844	464649.7760712873	460036.7827163332	553255.4597429597	558735.6257579885	562962.5203000632	26994.33685291435	10168.466281314959	588534.5016093641	572262.7283284449	571939.6437596681	433388.5535868844	460107.7573019758	444595.4581213286	556257.4451139602	553053.2072895092	574867.5462068712	20341.719026704828	9956.107090839852
55	1	 	sp|P04147|PABP_YEAST	 	 	 	 	 	51	577	64343	"Polyadenylate-binding protein, cytoplasmic and nuclear OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAB1 PE=1 SV=4"	157	157	1	23	21	21	23	21	21	23	21	21	23	586626.0	553349.0	591698.0	502100.0	446984.0	465909.0	561504.0	549547.0	552479.0	16102.0	8246.0	21	566182.0	537329.0	558237.0	472288.0	431501.0	441006.0	558380.0	544938.0	557886.0	16150.0	6791.0	21	545446.0	533399.0	562261.0	471251.0	429458.0	429742.0	538877.0	519561.0	537006.0	15135.81567	9537.406556	427785.0370371516	439504.0	426426.1818181818	417424.9292932728	587950.9218174041	588012.1253354062	591794.413057636	451461.98231867945	447140.0578692226	442458.1895801068	559709.023162687	567472.488440095	556063.9162880464	15980.155954007954	8183.602409436691	532451.4575410313	592660.9246429416	576252.3715516471	563223.4740662077	423466.2785169399	430591.10514530493	416618.07610934664	559159.56973405	566532.9359453183	563364.7653718177	16139.90805161945	6786.756382572612	521318.83345373045	578659.8674348234	575564.1600448126	571915.8908923507	426122.3751966938	431874.5172291238	410010.21892421856	544868.5299224299	544100.3517590011	547434.304667475	15261.724725253831	9616.744589391737	514505.5795634365	522706.42847492406	0.9816978075126102	1.0026617013085846	1.0159392808109993	577190.1308731637	577250.2142325983	580963.2777968933	443199.2382175444	438956.4144612774	434360.2346267897	549465.1208838345	557086.4977253663	545886.7274568507	15687.684063759192	8033.824542898914	594238.4110016106	577786.1832430811	564722.6067241553	424593.41926460987	431737.21005333506	417726.9889877069	560647.8854925187	568040.8774022802	564864.2741050184	16182.86766600088	6804.82070091715	587883.2895559227	584738.2388165138	581031.8188775567	432914.4593948039	438758.28643435356	416545.486939031	553553.3424259399	552772.9200550513	556160.013775144	15504.985641309822	9770.02858188971
419	1	 	sp|P36008|EF1G2_YEAST	 	 	"sp|P29547|EF1G1_YEAST, sp|P36008|EF1G2_YEAST"	 	 	27.7	412	46520	Elongation factor 1-gamma 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TEF4 PE=1 SV=1	83	73	0.88	10	8	9	9	7	8	9.474	7.438	8.444	9	607668.0	562484.0	588070.0	476737.0	437546.0	456636.0	578719.0	559010.0	580850.0	17429.0	8656.0	7	524810.0	508466.0	542229.0	441325.0	399228.0	425691.0	535792.0	513601.0	539854.0	14368.0	8052.0	8	567039.0	546539.0	575573.0	478106.0	422625.0	440796.0	575817.0	532158.0	563083.0	16832.00305	9728.696899	425924.77878633334	443073.1818181818	404856.0	429845.1545408182	609040.4461427525	597719.3639225166	588165.8219003681	428656.9031361487	437698.7627307619	433651.93172293657	576868.9914509729	577244.1588488291	584619.0095477144	17297.11452753724	8590.499934038806	537073.932155889	549354.0590514395	545298.575646168	547072.481973509	395704.00977049704	398386.15837495116	402150.005752901	536540.0340036285	533954.1056678952	545155.6806319522	14359.021602827757	8046.968398243952	494846.1234303268	601567.7309401386	589742.8762834799	585456.4785190205	432320.91669999744	425003.06862128177	420556.6699576021	582219.2490945872	557292.3198457285	574017.7029215238	16972.022038620195	9809.626203512598	529797.4458759289	520241.1512936027	0.968658354363398	1.0513190397193268	0.9819623619239491	589952.1163013884	578985.8554283219	569731.737134806	415222.0903783723	423980.5632136752	420060.56654924835	558788.9679421724	559152.3769763907	566296.0877180487	16754.994493479448	8321.25952926491	577546.3818278738	573282.774908646	575147.7164052582	416011.1595650061	418830.9534602253	422787.9578712617	564074.7533196697	561356.1176249635	573132.54665952	15095.912802793948	8459.931089093601	590716.8699312093	579105.3077231492	574896.2264502152	424522.86847185635	417337.01708828006	412970.8209544377	571717.3889985089	547240.0826777885	563663.7793469793	16665.886847668804	9632.683716392294
195	1	 	sp|P15108|HSC82_YEAST	 	 	"sp|P02829|HSP82_YEAST, sp|P15108|HSC82_YEAST"	 	 	44.8	705	80899	ATP-dependent molecular chaperone HSC82 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSC82 PE=1 SV=4	316	51	0.161	35	39	35	7	5	6	26.6	26.25	23.4	7	617675.0	588280.0	618626.0	492190.0	451303.0	468726.0	692339.0	646578.0	670662.0	27261.0	17597.0	5	435035.0	479046.0	489610.0	364661.0	337044.0	342276.0	570333.0	526313.0	559795.0	16437.0	14101.0	6	488338.0	514947.0	537698.0	429595.0	384983.0	404407.0	606945.0	571416.0	601117.0	19941.59448	10855.17938	424125.17496545456	481021.54545454547	375877.3636363636	415476.61580545455	619070.0474127725	625131.2880159046	618726.8007872143	442551.4301482391	451460.56578435417	445133.40023293206	690125.7789569291	667668.5099374935	675013.7801175677	27054.715654093336	17463.843269325425	581653.5112659341	455380.5054771117	513747.43142903195	493983.46067630046	326964.9802456675	336333.2841467208	323347.9105009971	571129.2576473547	547169.859903674	565292.5128634106	16426.728708635845	14092.188448042469	459261.0225433632	518074.3874616127	555653.5305139233	546931.1061962954	388455.4977551744	387149.2608506996	385838.4858926669	613693.3472643464	598404.5118873845	612790.2982812084	20107.480969104676	10945.479460956698	511887.8251225903	515188.60374333034	0.8857310989527994	1.1217773302211522	1.0064482459998918	548329.5934236767	553698.2227241062	548025.5692128091	391981.56456833286	399872.6630660286	394268.4957689112	611265.8646111776	591374.7630431142	597880.6972718165	23963.203028155596	15468.26909087906	510835.5276688732	576310.2220364339	554139.4476908658	366781.90261579666	377291.0535546206	362724.35577439656	640679.8538548382	613802.7446202253	634132.3258739231	18427.13187504067	15808.297534218444	521415.05855820846	559236.5211693854	550457.852514042	390960.35436471016	389645.6945233412	388326.46736592863	617650.5929360039	602263.1713874795	616741.7208708727	20237.138952831607	11016.05860510771
28	1	 	sp|P00817|IPYR_YEAST	 	 	 	 	 	42.2	287	32299	Inorganic pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IPP1 PE=1 SV=4	72	72	1	9	9	9	9	9	9	9	9	9	9	436290.0	422676.0	459257.0	694085.0	605710.0	647267.0	547193.0	507858.0	532058.0	16302.0	10212.0	9	374184.0	366727.0	383521.0	528048.0	469517.0	493730.0	477254.0	457354.0	473861.0	15830.0	10000.0	9	422835.0	411709.0	448118.0	671696.0	604145.0	605455.0	525505.0	507935.0	523982.0	14282.75873	9043.401612	414352.7321315757	443537.0909090909	368184.1818181818	431336.92366745445	437275.38104297325	449153.45123650384	459331.83272144024	624084.8237356315	605921.4747104299	614687.8145623866	545443.7715696775	524423.6489949172	535510.4088524367	16178.64255137484	10134.725661553175	532870.2897140441	391683.65547932364	393292.19800535776	386946.8164907486	473462.2125447038	468526.9418020077	466426.4039887614	477920.3074856805	475478.1358362513	478514.5909448434	15820.108015921727	9993.75111555384	445805.6958419642	448582.71038160246	444254.5725955425	455812.87906310137	607372.069088699	607544.4635130536	577655.2840978139	531347.8526953025	531925.2449100456	534157.38712095	14401.571531194262	9118.630207410602	526516.9403851234	500103.4181054391	0.9385087285947415	1.1217968338446782	0.949833480646674	410386.761908422	421534.43446391146	431086.9343304914	585709.0544594009	568662.5928587364	576889.8793276257	511903.7405757787	492176.1720632347	502581.1929613506	15183.797251279586	9511.52849528077	439389.484585415	441193.9424982246	434075.7136055995	531128.4109777448	525592.0398844221	523235.66321615136	536129.4877675114	533389.8673434765	536796.1530704066	17746.94708334181	11210.958359660019	426078.8771596764	421967.8669816246	432946.33344408707	576902.326430091	577066.0724262199	548676.3291085699	504691.9803597154	505240.4068167432	507360.57022222487	13679.094814256297	8661.180268634716
86	1	 	sp|P06105|SC160_YEAST	 	 	 	 	 	35.1	1222	134808	Protein SCP160 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCP160 PE=1 SV=3	176	176	1	26	32	30	26	32	30	26	32	30	26	517471.0	455745.0	485449.0	510173.0	451287.0	490530.0	486372.0	467875.0	483270.0	17375.0	6042.0	32	554203.0	522979.0	548964.0	534475.0	484015.0	523713.0	553581.0	532381.0	548814.0	17308.0	6433.0	30	485191.0	455993.0	502556.0	503802.0	465180.0	480200.0	491246.0	488022.0	486684.0	13384.16321	5760.519959	411408.2934293637	397417.1818181818	438806.0	398001.6984699091	518639.73206740565	484293.973714572	485528.1005249576	458720.8004490493	451444.5601981902	465839.92954574776	484817.1999018393	483136.4569889553	486405.8341122905	17243.523146248182	5996.2801064536125	479869.6208336675	580121.6965920713	560862.8773464839	553867.6426272024	479224.83571537165	482994.3702492109	494751.32423017884	554353.8697176566	553478.3240873356	554203.6730492767	17297.184430800586	6428.980092635785	534873.1792905319	514735.7570512377	492039.22022972343	511185.6637100852	455556.1789128187	467797.521351666	458151.41905471135	496707.9423509892	511071.7353037107	496135.08439902985	13495.500939123798	5808.439518911536	489264.50248488574	500771.1052146408	1.0435565901101669	0.9362426919197465	1.0235181638384045	541229.9102919124	505388.1678204816	506676.04898649105	478701.1143292162	471107.94586420734	486130.3284139209	505934.18395632255	504180.23361330153	507592.0136559134	17994.59221598449	6257.45762123616	543134.6988584113	525103.7700847266	518554.53270053613	448670.7502249578	452199.94938420394	463207.31162812194	519009.7592605873	518190.03606275696	518869.1387274659	16194.362514125069	6019.085628227788	526841.3969190539	503611.07922600687	523207.81190106255	466270.02376608795	478799.26010201406	468926.2991908376	508389.60111903655	523091.2041077611	507803.2705999069	13812.890341291453	5945.043351162761
329	1	 	sp|P31539|HS104_YEAST	 	 	 	 	 	36.6	908	102034	Heat shock protein 104 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HSP104 PE=1 SV=2	156	156	1	24	24	23	24	24	23	24	24	23	24	432762.0	376064.0	406097.0	785402.0	707814.0	755267.0	386572.0	374947.0	379590.0	15265.0	5449.0	24	386192.0	367236.0	385279.0	742807.0	685412.0	731605.0	364291.0	360384.0	369964.0	8790.0	5313.0	23	386057.0	357154.0	387397.0	733147.0	666725.0	729728.0	380104.0	361578.0	364235.0	11353.86084	3980.402618	406483.6746502424	420475.3636363636	400661.1818181818	398314.47849618184	433739.4128926155	399621.5623451641	406163.1706706239	706192.2800977005	708061.1228156845	717251.8012521727	385336.2335834584	387177.2698661776	382053.077101174	15149.48954402754	5407.767345260797	502843.9922916412	404253.23978810146	393838.0692632273	388720.51989523164	666020.978611213	683966.6896712957	691146.7589374714	364799.59672263835	374665.3850304394	373597.26190658874	8784.507230571824	5309.679967693755	482334.2777584674	409565.18599877093	385387.0030064642	394049.2055896176	662938.3089019025	670476.5949163539	696222.238075711	384330.2046619828	378655.66697330266	371308.20504902693	11448.309261083861	4013.5140633352917	483659.1792414591	489523.57180921774	0.9735098346870616	1.014905210726803	1.0121250517295175	422249.58414235327	389035.521096026	395403.8411355319	687485.1298551916	689304.4666206323	698251.6824659999	375128.61305476754	376920.8799820104	371932.4279304471	14748.17706159962	5264.5146943109285	410278.71951413597	399708.30867783295	394514.4811581025	675948.1616458847	694161.3573109603	701448.4470225814	370237.01158484205	380249.8515463569	379165.8078222631	8915.442161974623	5388.821866504116	414531.1850656155	390059.8403538013	398827.072591367	670976.4701908169	678606.1583131455	704663.9687276194	388990.2282747254	383246.8865230289	375810.3362428407	11587.120603090018	4062.178128970378
194	1	 	sp|P15019|TAL1_YEAST	 	 	 	 	 	51.9	335	37036	Transaldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAL1 PE=1 SV=4	109	109	1	14	15	17	14	15	17	14	15	17	14	447498.0	424295.0	456550.0	667246.0	600326.0	639693.0	461493.0	440945.0	453164.0	15163.0	9384.0	15	408781.0	392593.0	423488.0	624683.0	566540.0	598206.0	413827.0	404191.0	409937.0	14596.0	5416.0	17	447686.0	423647.0	444838.0	649382.0	583475.0	625408.0	445437.0	432212.0	441193.0	15060.08896	8896.460814	405916.65302345454	419614.2727272727	387478.0	410657.6863430909	448508.69482676307	450873.869328735	456624.39163469156	599952.6027767567	600535.5949662604	607495.0401624937	460017.73135439446	455328.0363921879	456104.4828142902	15048.261379370428	9312.99114845427	503937.8271396192	427898.6711631	421031.895364992	427270.8232979006	560107.7843663137	565345.3519436133	565124.8119913739	414404.7552998544	420208.37950863066	413962.82004249404	14586.879128262384	5412.6156041839595	468372.8103309192	474946.96342520864	457136.27080385364	452476.5563906647	587194.934864816	586758.1554896241	596692.1338779028	450389.6127744502	452625.7768278631	449760.6789852577	15185.368073748103	8970.467065173742	500886.787048849	490797.9462950793	0.9739255913390693	1.0478788167663193	0.9798580417478935	436814.0958298694	439117.5998053225	444718.1806426598	584309.1934347666	584876.984447675	591654.9662258084	448023.04103578575	443455.6270965189	444211.82813730795	14655.886862528223	9070.160411393843	448385.9532342696	441190.4043359486	447728.0447561752	586925.0823433775	592413.4184590118	592182.3193148095	434245.9646459475	440327.4595147964	433782.87005137745	15285.281641236907	5671.765234923204	465380.60151593335	447928.6511217987	443362.79248178704	575367.6790009205	574939.6972176691	584673.5858279737	441317.88399676484	443509.007327169	440701.61816569755	14879.505023963797	8789.784292045115
566	1	 	sp|P41277|GPP1_YEAST	 	 	"sp|P40106|GPP2_YEAST, sp|P41277|GPP1_YEAST"	 	 	43.2	250	27947	Glycerol-1-phosphate phosphohydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPP1 PE=1 SV=3	90	60	0.667	8	8	10	5	6	7	6.667	7.333	9.1	5	248882.0	250918.0	279546.0	744510.0	657880.0	699962.0	311699.0	303109.0	301109.0	5318.0	5244.0	6	304374.0	316154.0	343180.0	932681.0	836341.0	905868.0	398286.0	389505.0	383709.0	9917.0	7741.0	7	300643.0	293367.0	327524.0	833989.0	745958.0	793689.0	363932.0	352645.0	349044.0	8243.475525	6877.979614	394298.34712542425	346197.9090909091	438886.9090909091	397810.22319445456	249444.11145049686	266636.11295025283	279591.55006880185	669424.3386896634	658109.6890962634	664730.4930681115	310702.5823694691	312996.01034777507	303062.8309303654	5277.758623985486	5204.318582959739	412744.19099679997	318608.8153231129	339055.7596473286	346245.46891381464	836267.1762006615	834577.4296428734	855772.8996181948	398842.0580806902	404940.3991194984	387477.24581017415	9910.802981294742	7736.162738550227	524643.0280395943	318950.06751393835	316557.6443522889	333148.09358754434	754123.3303863875	750155.4310857004	757246.4423950745	367978.39549977035	369300.75303198845	355822.2057823454	8312.049841574035	6935.194892920865	480364.7070705598	470296.76253960235	1.1394388408079341	0.8964128700936621	0.9790410403121507	284226.30919751927	303815.5434575695	318577.47171008907	762768.092485168	749875.7412683163	757419.7424712154	354026.59029109956	356639.81120817695	345321.5607672665	6013.6831685781	5930.002733362835	285605.0425809332	303933.94662724866	310378.89454595844	749640.6595831572	748125.9490215594	767125.8410951213	357527.1539981746	362993.7853915826	347339.5900126856	8884.171345395243	6934.795843975454	312265.2059064769	309922.92544542876	326165.65612395917	738317.6899051525	734432.953645954	741375.3447351488	360265.9511424912	361560.5934364986	348364.54251531156	8137.837924021091	6789.840422732757
271	1	 	sp|P23254|TKT1_YEAST	 	 	 	 	 	26.6	680	73805	Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TKL1 PE=1 SV=4	110	110	1	14	16	14	14	16	14	14	16	14	14	519425.0	469751.0	515984.0	560647.0	508926.0	533103.0	481427.0	451926.0	453723.0	16800.0	8291.0	16	482327.0	464576.0	495579.0	545194.0	479920.0	524940.0	443655.0	430370.0	438012.0	17371.0	8406.0	14	460261.0	434475.0	466444.0	516729.0	462594.0	489735.0	424277.0	416151.0	423689.0	12285.14737	8026.481139	392879.38268209086	410909.3636363636	393668.1818181818	374060.6025917272	520598.14526632836	499177.3435723791	516068.07599000045	504104.37363278365	509103.68400468916	506270.0832989354	479888.00773305784	466667.22193147877	456667.1100439315	16672.874178818387	8228.26189384424	495393.78283039824	504884.23475182196	498229.2445894005	500005.77900471864	488835.78293279634	478908.00526843447	495910.47031750233	444274.3989941616	447424.8073042927	442313.53289030486	17360.145062828575	8400.747187734558	477865.13956149266	488287.6934571328	468820.2235764783	474453.5648237947	467245.2447061383	465196.9701882123	467248.6155992483	428994.34429359355	435806.20078269934	431916.7627740804	12387.342807149558	8093.250362361201	458663.29113348643	477071.30454466405	0.9630143152361542	0.9983387886014095	1.0401340455341133	501343.46637686517	480714.9277017571	496980.9448147499	485459.7281815256	490274.1356359792	487545.337592675	462139.021157093	449407.21517150145	439776.9642698302	16056.216510333346	7923.933993284151	504045.51530608354	497401.58048917743	499175.16370527487	488023.72335814947	478112.4378312063	495086.6581915305	443536.3652984505	446681.5401143866	441578.7566077166	17331.30619196902	8386.791770749616	507884.6539800885	487635.8757768099	493495.30579825526	485997.6866327724	483867.2065720775	486001.19281345996	446211.6228413497	453296.8666889611	449251.32979820215	12884.49698741837	8418.065240923184
162	1	 	sp|P0CX84|RL35A_YEAST (+1)	sp|P0CX84|RL35A_YEAST&sp|P0CX85|RL35B_YEAST	 	 	 	 	40.8	120	13909	60S ribosomal protein L35-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL35A PE=1 SV=1	43	43	1	5	7	5	5	7	5	5	7	5	5	482028.0	477659.0	524489.0	474176.0	423179.0	446876.0	490000.0	472806.0	503482.0	17877.0	15134.0	7	434554.0	443700.0	486164.0	462254.0	414062.0	416169.0	477053.0	439497.0	456227.0	18957.0	12522.0	5	482329.0	495196.0	531157.0	476975.0	442095.0	456309.0	507078.0	492587.0	499148.0	19258.80139	11851.03967	387965.11639575753	393427.8181818182	369196.2727272727	401271.2582781818	483116.68242082634	507580.71989934886	524574.4618203653	426354.1862735354	423326.74670466897	424383.1862591189	488433.6021643953	488228.299616607	506748.985392274	17741.724505639064	15019.48082275223	474749.65228346	454877.01030285103	475841.0159464049	490506.67914510105	414469.52094817045	413188.87830775656	393154.57865958894	477719.02686403116	456913.4942858813	460707.4147967296	18945.153989755414	12514.175146896518	448597.5132507239	511699.4811584849	534341.215108298	540277.787110805	431298.22516969306	444582.6243646864	435357.38416792225	512715.97120679845	515852.34452145384	508841.12711247324	19419.007984821466	11949.623931407392	492774.01776895724	471689.7504261242	0.9935547043739406	1.0514765162384971	0.9572131107108844	480002.852580743	504309.2121055095	521193.424336052	423606.20750159444	420598.2806757394	421647.9111649498	485285.5032047447	485081.52389256965	503482.8383732151	17627.373846284117	14922.675828699661	478292.49411022477	500335.653730713	515756.25417920516	435804.9679736211	434458.40231153223	413392.80671219877	502310.3381078365	480433.8091940769	484423.02751570946	19920.384516749888	13158.361287057134	489805.4521088589	511478.41669484775	517160.98124832666	412844.3157587654	425560.3168361301	416729.7959703304	490778.44971001183	493780.6273668837	487069.39814096305	18588.12904007046	11438.336695207698
589	1	 	sp|P46655|SYEC_YEAST	 	 	 	 	 	38.7	708	80842	"Glutamate--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUS1 PE=1 SV=3"	153	153	1	20	22	23	20	22	23	20	22	23	20	479391.0	426135.0	456540.0	448278.0	409416.0	432461.0	450822.0	426530.0	457666.0	14931.0	5154.0	22	483742.0	458900.0	479486.0	488815.0	439090.0	464142.0	476583.0	459990.0	487919.0	18869.0	9388.0	23	510050.0	483038.0	518714.0	529707.0	468319.0	484068.0	509737.0	489023.0	504397.0	16265.34683	9005.592041	387774.90723851515	364302.1818181818	387902.1818181818	411120.3580791818	480473.72663497215	452829.1313977315	456614.3900052614	403068.06315445725	409558.94155626517	410693.7430356627	449380.84366317757	440442.8383638773	460635.69531490793	14818.01692642484	5114.999614144641	440410.81923625694	506365.4107842104	492142.0829790516	483769.0276461604	438284.8366531819	438164.1024198135	438474.6399857244	477248.37068405515	478218.5958870312	492710.6486906858	18857.20897993854	9382.133547281945	471708.6350811015	541108.4972391982	521222.1259127336	527621.1215580216	478980.4265631587	470954.18419083126	461841.8182402666	515404.53542658093	512120.01346952905	514192.05925326794	16400.652022491235	9080.506113066242	504827.19798373204	471583.04633591796	1.0707798849122705	0.9997337577991084	0.9341474631703869	514481.6017095652	484880.3252029863	488933.5039791204	431597.1742763415	438547.4763044089	439762.59890191647	481187.9680594363	471617.3317737063	493239.4368157808	15866.834459105266	5477.038698160107	506230.5949427879	492011.0539877279	483640.2279155167	438168.14673365396	438047.44464483357	438357.8995325395	477121.3070274723	478091.2739155549	492579.4683231757	18852.18839511705	9379.635627397258	505475.1299959373	486898.3266696561	492875.9322185402	447438.3503822445	439940.65643134416	431428.3628951439	481463.83927525237	478395.6114213449	480331.2077337975	15320.62748115046	8482.53174982402
144	1	 	sp|P0CX23|RL20A_YEAST (+1)	sp|P0CX23|RL20A_YEAST&sp|P0CX24|RL20B_YEAST	 	 	 	 	47.7	172	20437	60S ribosomal protein L20-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL20A PE=1 SV=1	83	83	1	10	9	9	10	9	9	10	9	9	10	684994.0	647169.0	683443.0	553375.0	506949.0	520687.0	651784.0	630854.0	645913.0	22308.0	10180.0	9	398795.0	430178.0	450546.0	391577.0	346431.0	359274.0	430501.0	431021.0	445848.0	14078.0	9492.0	9	380293.0	394051.0	406022.0	375048.0	330696.0	350324.0	394608.0	387316.0	398650.0	13637.54535	8835.49762	384996.3043324242	505241.45454545453	337067.36363636365	312680.0948154545	686541.0904722787	687709.238005652	683554.362264787	497565.7726859176	507125.99376430595	494479.0234957837	649700.4223533025	651431.6140792101	650104.1892295651	22139.195070302412	10102.967805974475	612023.5229278668	417445.6507677423	461339.5009190727	454570.51995233854	351098.5986153105	345700.49002573144	339405.9098427445	431102.03433159896	448101.6052910369	450226.4869731346	14069.202820476696	9486.068558883704	410998.9774131901	403450.19849149376	425200.70871864865	412994.0256427069	339132.10703588877	332556.7933292716	334238.7291314508	398995.4680857231	405609.29677533393	406391.521799922	13750.990868129766	8908.996741704861	384285.42766782665	458938.2521130046	0.7498702826281649	1.1166408612535783	1.1942640003245382	514816.76154829614	515692.7206692982	512577.1028232108	373109.7865900903	380278.7122721291	370795.1251024823	487191.03933370905	488489.2085624989	487493.812115328	16601.524464527745	7575.915324049331	466136.87099985225	515150.53763656935	507592.0169000662	392051.0415427247	386023.29291811684	378994.5074813566	481386.14690420637	500368.5624612944	502741.292172854	15710.24675460837	10592.53176550239	481826.0479821803	507801.8993351621	493223.89717419405	405013.26678716997	397160.6063365166	399169.2817159162	476505.9238274173	484404.5813357331	485338.7645227516	16422.31336259885	10639.694087626724
